numOrder;customer;tarif;ip_address;gateway;netmask;subnet;broadcast;vlan_id;customer_port;termination_point
197;"ООО ""ДСТС Финанс Консалтинг""";Скорость-1024;46.29.77.138;46.29.77.193;255.255.255.224;46.29.77.128/27;46.29.77.159;227;EC 10.30.11.218 - port 1;Cisco 3750 10.30.0.2
742;"ООО ""Регион Экспо Сервис""";Бизнес-профи 10000;46.29.77.139;46.29.77.129;255.255.255.224;46.29.77.120/27;46.29.77.159;227;EC 10.30.11.218 - port 2;Cisco 3750 10.30.0.2
2001;Байбурин В.В.;Скорость-1024;46.29.77.140;46.29.77.129;255.255.255.224;46.29.77.128/27;46.29.77.159;227;EC 10.30.12.204 - port 17;Cisco 3750 10.30.0.2
236;"ООО ""Сакор""";Скорость-512;46.29.77.141;46.29.77.129;255.255.255.224;46.29.77.128/27;46.29.77.159;227;EC 10.30.11.218 - port 4;Cisco 3750 10.30.0.2
350;"ООО ""ДиаДент""";Скорость-1024;46.29.77.142;46.29.77.129;255.255.255.224;46.29.77.128/27;46.29.77.159;227;EC 10.30.11.218 - port 5;Cisco 3750 10.30.0.2
358;"ООО ""Пролог""";Скорость-1024;46.29.77.143;46.29.77.129;255.255.255.224;46.29.77.128/27;46.29.77.159;227;EC 10.30.11.218 - port 6;Cisco 3750 10.30.0.2
495;"ООО ""Промавтоматика""";Скорость-1024;46.29.77.144;46.29.77.129;255.255.255.224;46.29.77.128/27;46.29.77.159;227;EC 10.30.11.218 - port 7;Cisco 3750 10.30.0.2
3047;ИП Сабиров;Скорость-2048;46.29.77.145;46.29.77.129;255.255.255.224;46.29.77.128/27;46.29.77.159;227;EC 10.30.14.35 - port 2;Cisco 3750 10.30.0.2
607;"ООО ""Евростоловая""";Скорость-2048;46.29.77.146;46.29.77.129;255.255.255.224;46.29.77.128/27;46.29.77.159;227;EC 10.30.11.217 - port 9;Cisco 3750 10.30.0.2
1844;"ООО ""САЮЛ Самара""";Скорость-512;46.29.77.147;46.29.77.129;255.255.255.224;46.29.77.128/27;46.29.77.159;227;EC 10.30.11.217 - port 4;Cisco 3750 10.30.0.2
508;"ООО ""Компания ""Тензор""";Скорость-2048;46.29.77.148;46.29.77.129;255.255.255.224;46.29.77.128/27;46.29.77.159;227;EC 10.30.11.218 - port 9;Cisco 3750 10.30.0.2
2944;ООО Тритон-Самара;Скорость-2048;46.29.77.149;46.29.77.129;255.255.255.224;46.29.77.128/27;46.29.77.159;227;EC 10.30.11.218 - port 12;Cisco 3750 10.30.0.2
979;УльтраГрупп;Скорость-2048;46.29.77.150;46.29.77.129;255.255.255.224;46.29.77.128/27;46.29.77.159;227;EC 10.30.11.238 - port 6;Cisco 3750 10.30.0.2
1646;ООО Альканзар;Скорость-7168;46.29.77.152;46.29.77.129;255.255.255.224;46.29.77.120/27;46.29.77.159;227;EC 10.30.12.165 - port 1;Cisco 3750 10.30.0.2
2605;ООО Экзотик-тур;Скорость-6144;46.29.77.153;46.29.77.129;255.255.255.224;46.29.77.120/27;46.29.77.159;227;EC 10.30.11.21 - port 6;Cisco 3750 10.30.0.2
605;"ООО ""Сервисный Центр""";Скорость-2048;46.29.77.154;46.29.77.129;255.255.255.224;46.29.77.128/27;46.29.77.159;227;EC 10.30.11.218 - port 14;Cisco 3750 10.30.0.2
3089;ООО МАКСИ (Революционная 72 к 2);Скорость-6144;46.29.77.155;46.29.77.129;255.255.255.224;46.29.77.128/27;46.29.77.159;227;EC 10.30.12.224 - port 1;Cisco 3750 10.30.0.19
2070;АПС-Сервис;Скорость-3096;46.29.77.156;46.29.77.129;255.255.255.224;46.29.77.128/27;46.29.77.159;227;EC 10.30.11.217 - port 8;Cisco 3750 10.30.0.19
613;"ООО ""Гарант-експресс""";Скорость-2048;46.29.77.157;46.29.77.129;255.255.255.224;46.29.77.128/27;46.29.77.159;227;EC 10.30.11.21 - port 9;Cisco 3750 10.30.0.2
363;"Негосударственное образовательное учреждение высшего профессионального образования  ""Самарский институт управления""";Скорость-1024;46.29.77.158;46.29.77.129;255.255.255.224;46.29.77.120/27;46.29.77.159;227;EC 10.30.11.237 - port 1;Cisco 3750 10.30.0.2
2848;Открытые финансовые решения;Скорость-10240;46.29.74.130;46.29.74.129;255.255.255.240;46.29.74.128/28;46.29.74.143;228;EC 10.30.11.231 - port 2;Eltex 10.30.0.117
2938;Байкал - Сервис Самара;Скорость-10240;46.29.74.131;46.29.74.129;255.255.255.240;46.29.74.128/28;46.29.74.143;228;EC 10.30.14.64 - port 6;Eltex 10.30.0.117
3028;ООО Лаваль;Скорость-8М;46.29.74.132;46.29.74.129;255.255.255.240;46.29.74.128/28;46.29.74.143;228;EC 10.30.12.125 - port 2;Eltex 10.30.0.117
3035;Делфи Групп;Скорость-5М;46.29.74.133;46.29.74.129;255.255.255.240;46.29.74.128/28;46.29.74.143;228;EC 10.30.13.24 - port 10;Eltex 10.30.0.117
3012;Лабиринт.ру;Скорость-2М;46.29.74.134;46.29.74.129;255.255.255.240;46.29.74.128/28;46.29.74.143;228;EC 10.30.11.152 - port 41;Eltex 10.30.0.117
2369;ПАО Мостоотряд 21 (Гродненская 1а);Скорость-20М;46.29.74.135;46.29.74.129;255.255.255.240;46.29.74.128/28;46.29.74.143;228;EC 10.30.12.225 - port 4;Eltex 10.30.0.117
гос. Контракт;Самарская городская больница №6;Скорость-30М;46.29.74.136;46.29.74.129;255.255.255.240;46.29.74.128/28;46.29.74.143;228;EC 10.30.14.46 - port 1;Eltex 10.30.0.117
3062;Домотроника;Скорость-2М;46.29.74.137;46.29.74.129;255.255.255.240;46.29.74.128/28;46.29.74.143;228;EC 10.30.12.63 - port 5;Eltex 10.30.0.117
3160;РТИ-Трейд;Скорость-2М;46.29.74.138;46.29.74.129;255.255.255.240;46.29.74.128/28;46.29.74.143;228;EC 10.30.12.63 - port 6;Eltex 10.30.0.117
3162;ООО АрендаЛесов;Скорость-2М;46.29.74.139;46.29.74.129;255.255.255.240;46.29.74.128/28;46.29.74.143;228;EC 10.30.14.116 - port 1;Eltex 10.30.0.117
;ТД Наше дело;Скорость-8М;46.29.74.140;46.29.74.129;255.255.255.240;46.29.74.128/28;46.29.74.143;228;EC 10.30.12.208 - port 3;Eltex 10.30.0.117
3178;Аква Маркет;Скорость-2М;46.29.74.141;46.29.74.129;255.255.255.240;46.29.74.128/28;46.29.74.143;228;EC 10.30.13.152 - port 1;Eltex 10.30.0.117
3199;УТК-Сталь;Скорость-1М;46.29.74.142;46.29.74.129;255.255.255.240;46.29.74.128/28;46.29.74.143;228;EC 10.30.12.88 - port 1;Eltex 10.30.0.117
3074;Галерея Путешествий;Скорость-1М;141.0.180.194;141.0.180.193;255.255.255.192;141.0.180.192/26;141.0.180.225;231;EC 10.30.12.204 - port 12;Cisco 3750 10.30.0.19
2709;ООО МедЭксперсс;Скорость-4096;141.0.180.195;141.0.180.193;255.255.255.192;141.0.180.192/26;141.0.180.225;231;EC 10.30.13.100 - port 9;Cisco 3750 10.30.0.19
2651;ИП Клементьев;Скорость-20480;141.0.180.196;141.0.180.193;255.255.255.192;141.0.180.192/26;141.0.180.225;231;EC 10.30.14.106 - port 15;Cisco 3750 10.30.0.19
2194;ООО СТК Групп Wi-Fi;Скорость-1024;141.0.180.197;141.0.180.193;255.255.255.192;141.0.180.192/26;141.0.180.225;231;EC 10.30.12.192 - port 4;Cisco 3750 10.30.0.19
1109;ИП Сулейманов (охрана второе подключение);Скорость-1024;141.0.180.198;141.0.180.193;255.255.255.192;141.0.180.192/26;141.0.180.225;231;EC 10.30.12.204 - port 3;Cisco 3750 10.30.0.19
2870;ООО На Века;Скорость-2048;141.0.180.199;141.0.180.193;255.255.255.192;141.0.180.192/26;141.0.180.225;231;EC 10.30.12.204 - port 2;Cisco 3750 10.30.0.19
2867;ООО 18 17 Дизель;Скорость-1024;141.0.180.200;141.0.180.193;255.255.255.192;141.0.180.192/26;141.0.180.225;231;EC 10.30.11.172 - port 4;Cisco 3750 10.30.0.19
2860;Газпромбанк (Антонова-Овсеено 48);Скорость-2048;141.0.180.224;141.0.180.193;255.255.255.192;141.0.180.192/26;141.0.180.225;231;EC 10.30.11.172 - port 4;Cisco 3750 10.30.0.19
3192;ООО Теплостройэнергоресурс;Скорость-5120;141.0.180.201;141.0.180.193;255.255.255.192;141.0.180.192/26;141.0.180.225;231;EC 10.30.12.74 - port 8;Cisco 3750 10.30.0.19
3204;Глория;Скорость-2048;46.29.77.162;46.29.77.161;255.255.255.224;46.29.77.160/27;46.29.77.191;232;EC 10.30.11.83 - port 6;Cisco 3750 10.30.0.13 port 7
1813;"ООО ""АБС-ЛОГИСТИКА""";Скорость-1024;46.29.77.163;46.29.77.161;255.255.255.224;46.29.77.160/27;46.29.77.191;232;EC 10.30.11.155 - port 1;Cisco 3750 10.30.0.13 port 5
460;"ООО "" Мечел-Сервис""";Скорость-2048;46.29.77.164;46.29.77.161;255.255.255.224;46.29.77.160/27;46.29.77.191;232;EC 10.30.11.158 - port 1;Cisco 3750 10.30.0.13 port 5
460;"ООО "" Мечел-Сервис""";Скорость-1024;46.29.77.165;46.29.77.161;255.255.255.224;46.29.77.160/27;46.29.77.191;232;EC 10.30.11.158 - port 2;Cisco 3750 10.30.0.13 port 5
2686;"ООО ""Свет""";Скорость-6144;46.29.77.166;46.29.77.161;255.255.255.224;46.29.77.160/27;46.29.77.191;232;EC 10.30.11.160 - port 1;Cisco 3750 10.30.0.13 port 5
2885;Бизнес Мастер;Скорость-10240;46.29.77.167;46.29.77.161;255.255.255.224;46.29.78.0/27;46.29.77.191;232;EC 10.30.11.200 - port 1;Cisco 3750 10.30.0.2
2608;ООО ВентИндустрия;Скорость-1024;46.29.77.168;46.29.77.161;255.255.255.224;46.29.78.0/27;46.29.77.191;232;10.30.12.168 - port 1;Cisco 3750 10.30.0.2
751;ИП Глухонин;Скорость-6144;46.29.77.169;46.29.77.161;255.255.255.224;46.29.77.160/27;46.29.77.166;232;EC 10.30.11.202 - port 1;Cisco 3750 10.30.0.2
460;"OOO ""Мечел сервис"" (инет для главного инженера OAO ""Самараметалл"")";Скорость-1024;46.29.77.170;46.29.77.161;255.255.255.224;46.29.78.0/27;46.29.77.191;232;EC 10.30.11.158 - port 3;Cisco 3750 10.30.0.2
759;"ООО ""Успех - Плюс""";Скорость-3048;46.29.77.171;46.29.77.161;255.255.255.224;46.29.78.0/27;46.29.77.191;232;EC (10.30.14.106) - port 17;Cisco 3750 10.30.0.2
2000;ТД ВолгаЭлектросбыт;Скорость-8192;46.29.77.172;46.29.77.161;255.255.255.224;46.29.77.160/27;46.29.77.191;232;EC (10.30.11.161) - port 6;Cisco 3750 10.30.0.13 port 5
762;OOO фирма Ойлс;Скорость-1024;46.29.77.173;46.29.77.161;255.255.255.224;46.29.77.160/27;46.29.77.191;232;EC (10.30.11.161) - port 2;Cisco 3750 10.30.0.13 port 5
773;"ООО ""Астория Сервисная Компания""";Скорость-512;46.29.77.174;46.29.77.161.;255.255.255.224;46.29.77.160/27;46.29.77.191;232;3;Cisco 3750 10.30.0.2
1933;БАМ-Саранск;Скорость-1024;46.29.77.175;46.29.77.161;255.255.255.224;46.29.78.0/27;46.29.77.191;232;EC 10.30.12.81 - port 5;Cisco 3750 10.30.0.2
2000;ТД ВолгаЭлектросбыт;Скорость-5120;46.29.77.176;46.29.77.161.;255.255.255.224;46.29.77.160/27;46.29.77.191;232;EC 10.30.11.158 - port 6;Cisco 3750 10.30.0.13 port 5
2666;ООО Пластстрой;Скорость-4096;46.29.77.177;46.29.77.161;255.255.255.224;46.29.78.162/32;46.29.78.191;232;EC 10.30.12.183 - port 2;Cisco 3750 10.30.0.13 port 8
1978;ООО Терминал;Скорость-4096;46.29.77.178;46.29.77.161;255.255.255.224;46.29.77.160/27;46.29.77.191;232;EC 10.30.11.208 - port 23;Cisco 3750 10.30.0.13
829;ООО ЧОО РАТИБОР;Скорость-2048;46.29.77.179;46.29.77.161;255.255.255.224;46.29.77.160/27;46.29.77.191;232;EC 10.30.11.83 - port 5;Cisco 3750 10.30.0.13 port 7
2742;ООО СамЛит;Скорость-6М;46.29.77.180;46.29.77.161;255.255.255.224;46.29.77.160/27;46.29.77.191;232;EC 10.30.11.49 - port 1;Cisco 3750 10.30.0.13 port 5
841;ЗАО Ламинат.РУ;Скорость-1024;46.29.77.181;46.29.77.161;255.255.255.224;46.29.77.160/27;46.29.77.191;232;EC 10.30.11.83 - port 3;Cisco 3750 10.30.0.13 port 7
869;ООО Старт;Скорость-2048;46.29.77.182;46.29.77.161;255.255.255.224;46.29.78.162/32;46.29.78.191;232;EC 10.30.11.167 - port 2;Cisco 3750 10.30.0.13 port 8
799;ВекторТранс;Скорость-1024;46.29.77.183;46.29.77.161;255.255.255.224;46.29.77.160/27;46.29.77.191;232;EC 10.30.14.106 - port 9;Cisco 3750 10.30.0.13 port 5
821;ООО Сельмаш;Скорость-1024;46.29.77.184;46.29.77.161;255.255.255.224;46.29.77.160/27;46.29.77.191;232;EC 10.30.11.190 - port 8;Cisco 3750 10.30.0.13 port 5
814;ООО Веста;Скорость-1024;46.29.77.185;46.29.77.161;255.255.255.224;46.29.77.160/27;46.29.77.191;232;EC 10.30.11.81 - port 2;Cisco 3750 10.30.0.13 port 5
811;ООО Гелиос;Скорость-2048;46.29.77.186;46.29.77.161;255.255.255.224;46.29.77.160/27;46.29.77.191;232;EC 10.30.11.81 - port 1;Cisco 3750 10.30.0.13 port 5
798;ООО Трансснаб;Скорость-1024;46.29.77.187;46.29.77.161;255.255.255.224;46.29.77.160/27;46.29.77.191;232;EC 10.30.11.80 port 1;
803;ОАО Хлебпром;Скорость-4096;46.29.77.188;46.29.77.161;255.255.255.224;46.29.77.160/27;46.29.77.191;232;EC 10.30.11.89 - port 1;
813;ООО Колви-Волга;Скорость-2048;46.29.77.189;46.29.77.161;255.255.255.224;46.29.77.160/27;46.29.77.191;232;port 3;
844;Континент;Скорость-4096;46.29.77.190;46.29.77.161;255.255.255.224;46.29.77.160/27;46.29.77.191;232;EC 10.30.11.83 - port 14;Cisco 3750 10.30.0.13 port 7
2041;ООО ВЕСНА;Скорость-3072;46.29.78.130;46.29.78.129;255.255.255.224;46.29.78.128/27;46.29.78.159;233;EC 10.30.13.32 - port 1;Eltex 10.30.0.117
340;ООО Авиаагрегат;Скорость-16М;46.29.78.131;46.29.78.129;255.255.255.224;46.29.78.128/27;46.29.78.159;233;EC 10.30.12.88 - port 1;Eltex 10.30.0.117
340;"ОАО ""АВИААГРЕГАТ""";Скорость-16384;46.29.78.132;46.29.78.129;255.255.255.224;46.29.78.128/27;46.29.78.159;233;EC 10.30.12.88 - port 3;Eltex 10.30.0.117
318;"ООО ""Мотор-Сервис Транс""";Скорость-7168;46.29.78.133;46.29.78.129;255.255.255.224;46.29.78.128/27;46.29.78.159;233;EC 10.30.11.222 - port 5;Eltex 10.30.0.117
882;ООО Скай Групп Маркетинг;Скорость-1024;46.29.78.134;46.29.78.129;255.255.255.252;46.29.78.128/27;46.29.78.159;233;EC 10.30.11.152 - port 5;Eltex 10.30.0.117
409;"ООО ЧОО ""Вектор""";Скорость-1024;46.29.78.135;46.29.78.129;255.255.255.224;46.29.78.128/27;46.29.78.159;233;EC 10.30.11.152 - port 8;Eltex 10.30.0.117
462;"ООО ""Правовой центр недвижимости""";Скорость-1024;46.29.78.136;46.29.78.129;255.255.255.224;46.29.78.128/27;46.29.78.159;233;EC 10.30.11.235 - port 9;Eltex 10.30.0.117
410;"ООО ""Нефтеотдача""";Скорость-1024;46.29.78.137;46.29.78.129;255.255.255.224;46.29.78.128/27;46.29.78.159;233;EC 10.30.11.235 - port 4;Eltex 10.30.0.117
1463;Деловой Мир (Аэродромная 47а);Скорость-1024;46.29.78.138;46.29.78.129;255.255.255.224;46.29.78.128/27;46.29.78.159;233;EC 10.30.11.203 - port 8;Eltex 10.30.0.117
2256;ООО Колбасы от Фабрики Качества (Кирова 48а);Скорость-5120;46.29.78.139;46.29.78.129;255.255.255.224;46.29.78.128/27;46.29.78.159;233;EC 10.30.11.133 - port 4;Eltex 10.30.0.117
496;"ООО ""Альфа-АРС""";Скорость-4096;46.29.78.140;46.29.78.129;255.255.255.224;46.29.78.128/27;46.29.78.159;233;EC 10.30.11.235 - port 12;Eltex 10.30.0.117
500;"ООО ""РСК Сатурн""";Скорость-4096;46.29.78.141;46.29.78.129;255.255.255.224;46.29.78.128/27;46.29.78.159;233;EC 10.30.11.152 - port 13;Eltex 10.30.0.117
528;"ООО ""Компас""";Скорость-1024;46.29.78.142;46.29.78.129;255.255.255.224;46.29.78.128/27;46.29.78.159;233;EC 10.30.11.235 - port 14;Eltex 10.30.0.117
1889;ИП Аплякина (был ИП Евгеньев С.В.);Скорость-512;46.29.78.143;46.29.78.129;255.255.255.224;46.29.78.128/27;46.29.78.159;233;EC 10.30.11.235 - port 15;Eltex 10.30.0.117
518;"ООО Торговый Дом ""Самара-Энерго-Ресурс""";Скорость-10240;46.29.78.144;46.29.78.129;255.255.255.224;46.29.78.128/27;46.29.78.159;233;EC 10.30.11.235 - port 16;Eltex 10.30.0.117
487;"ОАО ""Гидроавтоматика""";Скорость-10240;46.29.78.145;46.29.78.129;255.255.255.224;46.29.78.128/27;46.29.78.159;233;EC 10.30.11.168 - port 1;Eltex 10.30.0.117
546;"ЗАО ""ЦРТ Сервис""";Скорость-4096;46.29.78.146;46.29.78.129;255.255.255.224;46.29.78.128/27;46.29.78.159;233;EC 10.30.11.235 - port 17;Eltex 10.30.0.117
706;ИП Струкалов Игорь Александрович;Скорость-1024;46.29.78.147;46.29.78.129;255.255.255.224;46.29.78.128/27;46.29.78.159;233;EC 10.30.11.235 - port 2;Eltex 10.30.0.117
648;"ООО ""Лонг""";Скорость-512;46.29.78.148;46.29.78.129;255.255.255.224;46.29.78.128/27;46.29.78.159;233;EC 10.30.11.222 - port 6;Eltex 10.30.0.117
745;ИП Сабирова Елена Васильевна;Скорость-1024;46.29.78.149;46.29.78.129;255.255.255.224;46.29.78.128/27;46.29.78.159;233;EC 10.30.11.152 - port 9;Eltex 10.30.0.117
671;"ООО ""Усадьба""";Скорость-1024;46.29.78.150;46.29.78.129;255.255.255.224;46.29.78.128/27;46.29.78.159;233;EC 10.30.11.235 - port 1;Eltex 10.30.0.117
698;"ООО ""СИЛА-ЦЕНТР""";Скорость-1024;46.29.78.150;46.29.78.129;255.255.255.224;46.29.78.128/27;46.29.78.159;233;EC 10.30.11.235 - port 1;Eltex 10.30.0.117
665;Исток;Скорость-10240;46.29.78.151;46.29.78.129;255.255.255.224;46.29.78.128/27;46.29.78.159;233;EC 10.30.11.156 - port 1;Eltex 10.30.0.117
732;"ООО ""ФинКраски-Самара""";Скорость-1024;46.29.78.152;46.29.78.129;255.255.255.224;46.29.78.128/27;46.29.78.159;233;EC 10.30.11.152 - port 21;Eltex 10.30.0.117
436;"OOO ""МПК""";Скорость-512;46.29.78.153;46.29.78.129;255.255.255.224;46.29.78.128/27;46.29.78.159;233;EC 10.30.11.152 - port 26;Eltex 10.30.0.117
487;"OAO ""Гидроавтоматика"" (для инженера, пока не включен)";Скорость-1024;46.29.78.154;46.29.78.129;255.255.255.224;46.29.78.128/27;46.29.78.159;233;EC 10.30.11.168 - port 2;Eltex 10.30.0.117
2809;ООО Стандарт-Лизинг;Скорость-3072;46.29.78.155;46.29.78.129;255.255.255.224;46.29.78.128/27;46.29.78.159;233;EC 10.30.14.29 - port 1;Eltex 10.30.0.117
2735;ООО СЦГиЗ;Скорость-15М;46.29.78.156;46.29.78.129;255.255.255.224;46.29.78.128/27;46.29.78.159;233;EC 10.30.13.237 - port 1;Eltex 10.30.0.117
621;"Закрытое акционерное общество ""Диверс Моторс Самара""";Скорость-3М;46.29.78.157;46.29.78.129;255.255.255.224;46.29.78.128/27;46.29.78.159;233;EC 10.30.11.169 - port 1;Eltex 10.30.0.117
853;ИП Илингина О.Л.;Скорость-4096;46.29.78.158;46.29.78.129;255.255.255.224;46.29.78.128/27;46.29.78.159;233;EC 10.30.11.152 - port 18;Eltex 10.30.0.117
1040;ДНС (Ново-Садовая 181р);Скорость-4096;46.29.78.110;46.29.78.97;255.255.255.224;46.29.78.96/27;46.29.78.127;234;EC 10.30.12.91 - port 1;Cisco 3750 10.30.0.8
378;"ООО ""Сабит""";Скорость-20480;46.29.78.111;46.29.78.97;255.255.255.224;46.29.78.96/27;46.29.78.127;234;EC 10.30.11.206 - port 4;Cisco 3750 10.30.0.8
477;"ООО ""МВФ""";Скорость-512;46.29.78.98;46.29.78.97;255.255.255.224;46.29.78.0/27;46.29.78.127;234;EC 10.30.11.219 - port 2;Cisco 3750 10.30.0.8
483;"Самарский филиал НП ""МОП (СРО)""";Скорость-2048;46.29.78.99;46.29.78.97;255.255.255.224;46.29.78.96/27;46.29.78.127;234;EC 10.30.11.219 - port 9;Cisco 3750 10.30.0.8
666;"Государственное бюджетное учреждение Самарской области ""Управление  охотничьих и водных биологических ресурсов""";Скорость-15360;46.29.78.109;46.29.78.97;255.255.255.224;46.29.78.96/27;46.29.78.127;234;EC 10.30.11.219 - port 1;Cisco 3750 10.30.0.8
